date,title,source,keyword_type
2020-11-14, Global experts question UK’s commitment to tackle climate crisis,The Guardian,Climate Crisis
2021-06-08," In 2020, the UK must seize the chance to lead the world on the climate emergencyDhananjayan Sriskandarajah",The Guardian,Climate Crisis
2021-03-18, The big polluters’ masterstroke was to blame the climate crisis on you and meGeorge Monbiot,The Guardian,Climate Crisis
2019-07-03,Plantwatch: kelp – forgotten forests that help tackle climate crisis,The Guardian,Climate Crisis
2021-03-06, Politicians must find solutions for the climate crisis. Not outsource it to usStefan Stern,The Guardian,Climate Crisis
2021-05-04,ReviewDavid Attenborough: A Life on Our Planet review – stark climate emergency warning,The Guardian,Climate Crisis
," Climate crisis will not be discussed at G7 next year, says Trump official",The Guardian,Climate Crisis
2019-12-26,LettersNuclear weapons worsen the climate crisis,The Guardian,Climate Crisis
2019-02-23, The Guardian view on the climate emergency: a dangerous paralysisEditorial,The Guardian,Climate Crisis
, G7: Trump skips talks on climate crisis and Amazon fires,The Guardian,Climate Crisis
2021-08-11,A wing and a prayer: how birds are coping with the climate crisis,The Guardian,Climate Crisis
2019-10-07," Tackle climate crisis and poverty with zeal of Covid-19 fight, scientists urge",The Guardian,Climate Crisis
2020-08-28,‘Culture will be eroded’: climate crisis threatens to flood Harriet Tubman park,The Guardian,Climate Crisis
2019-12-22, Moderate Liberals urged to break ranks and vote for climate emergency motion,The Guardian,Climate Crisis
, Can Boris Johnson be trusted to act on the climate crisis?Jonathan Watts,The Guardian,Climate Crisis
2019-04-09,LettersBBC has a key role in tackling the climate emergency,The Guardian,Climate Crisis
2021-03-08, Corbyn launches bid to declare a national climate emergency,The Guardian,Climate Crisis
2019-01-21, The climate crisis is a national security threat to the US. We already see the effectsSherri Goodman and Kate Guy,The Guardian,Climate Crisis
2020-11-17,Energy bills: how to save money – and fight  the climate crisis,The Guardian,Climate Crisis
2020-03-03,"Climate crisis: Al Gore says global economy needs major upgrade, fast",The Guardian,Climate Crisis
2018-04-27, David Attenborough to publish 'witness statement' on climate crisis,The Guardian,Climate Crisis
2021-06-18,Investor group makes net-zero carbon pledge to tackle climate crisis,The Guardian,Climate Crisis
2021-06-25,Interview'The parallels between coronavirus and climate crisis are obvious'Michael Segalov,The Guardian,Climate Crisis
2021-06-22,AnalysisAustralian petition backing declaration of climate emergency hits record – but will it work?Amy Remeikis,The Guardian,Climate Crisis
2018-03-10, Children urged to strike against lack of action on climate emergency,The Guardian,Climate Crisis
2020-08-04, Nicola Sturgeon says world is facing a climate emergency,The Guardian,Climate Crisis
2019-09-09,Climate crisis drives Tunisia fishing trade into troubled waters,The Guardian,Climate Crisis
2021-06-22, Why the world needs an IMF for the climate crisisKeston K Perry,The Guardian,Climate Crisis
2021-08-26,"LettersPopulation, poverty and the climate emergency",The Guardian,Climate Crisis
2020-08-27, US and Europe clash over climate crisis threat on last Davos day,The Guardian,Climate Crisis
2019-08-15,Author of dystopian climate crisis novel is 'deeply optimistic',The Guardian,Climate Crisis
2019-06-29,We need to talk to our kids about the climate crisis. But courage fails me when I look at my son,The Guardian,Climate Crisis
2021-04-17, French citizens' panel to advise on climate crisis strategies,The Guardian,Climate Crisis
2020-01-16, Climate crisis: FTSE giants fail to disclose their carbon footprint,The Guardian,Climate Crisis
2019-01-04, The Morrison government has abrogated responsibility for the climate crisis to the statesJohn Hewson,The Guardian,Climate Crisis
2021-04-13," Wake up, Philip Hammond. The climate crisis needs action, not lip serviceCaroline Lucas",The Guardian,Climate Crisis
2019-05-02," Climate crisis: extremely hot days could double in US, study shows",The Guardian,Climate Crisis
2020-10-27, Emmanuel Macron pledges €15bn to tackle climate crisis,The Guardian,Climate Crisis
, UK banks and insurers to be tested on climate crisis response plans,The Guardian,Climate Crisis
2018-12-29,Dave Eggers: why we should listen to teenagers speak about climate crisis,The Guardian,Climate Crisis
2018-08-26, I pioneered the four-day week – now it must be used to fight the climate crisisAndrew Barnes,The Guardian,Climate Crisis
2019-10-15, Labour urges UK to redouble efforts to tackle climate crisis after Biden victory,The Guardian,Climate Crisis
2019-05-18," Capitalism is part of solution to climate crisis, says Mark Carney",The Guardian,Climate Crisis
2018-05-27," Climate crisis must not be overshadowed by Covid, Johnson to tell UN",The Guardian,Climate Crisis
,Mexican Methodists respond to climate crisis - UM News,Climate Sentiment,Climate Crisis
,How Will Russia's Regions Bear the Brunt of Climate Crisis?,Climate Sentiment,Climate Crisis
,Climate crisis: Japan bets big with bonds for clean tech - DW,Climate Sentiment,Climate Crisis
,UK plans to adapt to climate crisis 'fall far short' of what is required,Climate Sentiment,Climate Crisis
,'It's a sun trap': climate crisis brings boomtime for British wine,Climate Sentiment,Climate Crisis
,Climate crisis impacts citizens' right to life: Supreme Court,Climate Sentiment,Climate Crisis
,Climate crisis cooks up costly meals: Why your 'thaali' could be on fire,Climate Sentiment,Climate Crisis
,Protests erupt in Italy as G7 ministers meet to discuss climate crisis,Climate Sentiment,Climate Crisis
,Russia's Epic Floods Expose Lack of Preparedness for Climate Crisis,Climate Sentiment,Climate Crisis
,Facing the Flames: Canada's Climate Crisis and the Need for Action,Climate Sentiment,Climate Crisis
,Climate crisis made recent floods in southern Germany more likely,Climate Sentiment,Climate Crisis
,Climate crisis-induced extreme heat hit 600 million Indians in June,Climate Sentiment,Climate Crisis
,9 in 10 Koreans believe country faces climate crisis: poll,Climate Sentiment,Climate Crisis
,Big Oil fuels the climate crisis in Italy and around the world,Climate Sentiment,Climate Crisis
,Climate crisis: Brasil intensifies firefighting actions - G20,Climate Sentiment,Climate Crisis
,Global Solidarity and Cosmopolitanism in the Climate Crisis,Climate Sentiment,Climate Crisis
,"Climate crisis helped drive payouts to seven-year high, say insurers",Climate Sentiment,Climate Crisis
,"Climate crisis fuelled storm that sank yacht in Sicily, say experts",Climate Sentiment,Climate Crisis
,"Russia, Ukraine and the climate crisis: Transforming circuits of power",Climate Sentiment,Climate Crisis
,"From beaches to peaks, France is suffering effects of climate crisis",Climate Sentiment,Climate Crisis
,'Uniquely vulnerable' Australia's climate crisis battle | SBS News,Climate Sentiment,Climate Crisis
,'Uniquely vulnerable' Australia's climate crisis battle | SBS News,Climate Sentiment,Climate Crisis
,'Uniquely vulnerable' Australia's climate crisis battle | SBS News,Climate Sentiment,Climate Crisis
,"Literary writers resist telling stories about climate change -- Enough of that! “Good Grief” by LENS https://t.co/HUTseocne4
#anthropocene",Twitter,Anthropocene
,"Humans causing #climate change up to 170x faster than natural forces, scientists say https://t.co/uWqeKhCYfS #anthropocene",Twitter,Anthropocene
,RT @GenAnthropocene: So they say you can't use the words 'climate change'... We have a solution! | https://t.co/hQbdbYesai…,Twitter,Anthropocene
,@UNEP the #anthropocene is soon upon us &amp; climate change is real - Antarctica has started to turn green (https://t.co/1IScBiosuU) 1/3,Twitter,Anthropocene
,Answer is YES. Is this a good time to talk about climate change? https://t.co/ciOKtHz9Zi via @AnthropoceneMag #climateaction #climate,Twitter,Anthropocene
,"Welcome to the Anthropocene. 

Not content with ecosystem collapse &amp; global warming, the world just took a step cloâ€¦ https://t.co/1471H4AgLz",Twitter,Anthropocene
,"RT @VaishaliNarkar: â€˜Ragmala - Songs of Anthropocene (Part I)' , @Chemburstudio &amp; Vaishali Narkar contemplate mutations, climate change &amp; aâ€¦",Twitter,Anthropocene
,RT @blkahn: A polar shift due to climate change is the definition of the #anthropocene https://t.co/6nvHJbSCrn https://t.co/NyNJMHuI0B,Twitter,Anthropocene
,I$q$m here now #phdlife #anthropocene #natureculture  https://t.co/W4sb7inWuU,Twitter,Anthropocene
,RT @craigsperez: my new poems at @poolpoetry thx to @PoetryEngineer: $q$Christmas in the Anthropocene$q$ $q$Love Poem in a Time of Climate Change…,Twitter,Anthropocene
,"@realDonaldTrump another example of how climate change is affecting our world. Mass extinction is real &amp; scary. #fb

https://t.co/mBu2SM7QSn",Twitter,Sixth Extinction
,Half the world's species failing to cope with global warming as Earth races towards its sixth mass extinction #breakingnews,Twitter,Sixth Extinction
,Half the world's species failing to cope with global warming as Earth races towards its sixth mass extinction https://t.co/vRdGortUVF,Twitter,Sixth Extinction
,Half the world's species failing to cope with global warming as Earth races towards its sixth mass extinction… https://t.co/ghEfDnV8gS,Twitter,Sixth Extinction
,RT @tveitdal: Half the world's species failing to cope with global warming as Earth races towards its sixth mass extinction…,Twitter,Sixth Extinction
,"@flinchman66 Given that poverty and climate change are linked, and given that climate change is contributing to mass extinctions, yes it is.",Twitter,Sixth Extinction
,"RT @rileyroo382: How is your climate change doubting EPA director and clean coal energy plan going to help this mass extinction, lil buddy?…",Twitter,Sixth Extinction
,"RT @tealC17: Humans are causing the sixth mass extinction- some causes are climate change, agriculture, wildlife crime, pollutio… ",Twitter,Sixth Extinction
,"RT @omically: Climate Scientist: we're in the midst of mass extinction
Oil Tycoon: climate change is a myth
Journalist: these people are eq…",Twitter,Sixth Extinction
,Global climate change and mass extinction got me feelin some type of way this morning,Twitter,Sixth Extinction
,"New study: Great mass extinction caused by ice age, not global warming https://t.co/10J36uqYHQ",Twitter,Sixth Extinction
,"If even an iota of evidence for climate change and mass extinction from human activity arises, is it not worth open… https://t.co/vQDbYQ3fKu",Twitter,Sixth Extinction
,"RT @WesClarkjr: US, in push for mass extinction, forces G20 to drop any mention of climate change' in joint statement #tytlive https://t.c…",Twitter,Sixth Extinction
,RT @ZaibatsuNews: Prehistoric climate change caused three mass extinction events in a row https://t.co/1wEPQg4Mk9 #p2 #ctl https://t.co/glg…,Twitter,Sixth Extinction
,"RT @Independent: Earth's worst-ever mass extinction of life holds 'apocalyptic' warning about climate change, say scientists https://t.co/I…",Twitter,Sixth Extinction
,@AReikeletseng @SkepticNikki The geologic record (fossils) shows massive climate change and mass extinctions before… https://t.co/rToITzMfog,Twitter,Sixth Extinction
,"RT @Grimeandreason: Dominant ideology in creating, denying, &amp; blocking reform of climate change &amp; the 6th mass extinction is scapegoate…",Twitter,Sixth Extinction
,"This is why climate change affects everyone!
Sixth mass extinction of wildlife also threatens global food supplies https://t.co/P33xFSiEfQ",Twitter,Sixth Extinction
,FaceTimed about mass extinction &amp; climate change at 5am because insomnia &amp; love. At work over caffeinated &amp; exhausted.,Twitter,Sixth Extinction
,Mass extinctions and climate change: why the speed of rising greenhouse gases matters https://t.co/Fnv1APy104 via @ConversationEDU,Twitter,Sixth Extinction
,RT @chegossett: Thinking about climate change and how Trump admin will accelerate the pluralized global apocalypse of the Capitalocene &amp; PlÃ¢â‚¬Â¦,Twitter,Capitalocene
,RT @gpph: Take a stand on climate change &amp; hold the Big Polluters to account for the climate crisis &gt;&gt;…,Twitter,Climate Crisis
,"RT @darcypeter1: A sobering read about the direct impacts of the climate crisis we're all in. For one to say climate change is not real, orâ€¦",Twitter,Climate Crisis
,The Guardian view on Our Story With David Attenborough and The Herds: a new theatre of the Anthropocene,The Guardian anthropocene,Anthropocene
,Geologists reject declaration of Anthropocene epoch,The Guardian anthropocene,Anthropocene
,Quest to declare Anthropocene an epoch descends into epic row,The Guardian anthropocene,Anthropocene
,SCIENTIFIC KERFUFFLE ALERT! When did the Anthropocene begin and what is a golden spike?!,The Guardian anthropocene,Anthropocene
,Canadian lake chosen to represent start of Anthropocene,The Guardian anthropocene,Anthropocene
,H-bombs or chicken bones: the race to define the start of the Anthropocene,The Guardian anthropocene,Anthropocene
,‘There’s been a fundamental change in our planet’: hunt on for spot to mark the start of the Anthropocene epoch,The Guardian anthropocene,Anthropocene
,Anthropocene: The Human Epoch review – colossal eco doc prettifies disaster,The Guardian anthropocene,Anthropocene
,'We are living through the first economic crisis of the Anthropocene',The Guardian anthropocene,Anthropocene
,"We created the Anthropocene, and the Anthropocene is biting back",The Guardian anthropocene,Anthropocene
,Footprints by David Farrier review – fossils of the Anthropocene,The Guardian anthropocene,Anthropocene
,"Grimes: Miss Anthropocene review –  a deep, dark trip",The Guardian anthropocene,Anthropocene
,Grimes: Miss Anthropocene review – a toxicity report on modern celebrity,The Guardian anthropocene,Anthropocene
,The dark side of the Anthropocene,The Guardian anthropocene,Anthropocene
,The Anthropocene epoch: have we entered a new phase of planetary history?,The Guardian anthropocene,Anthropocene
,The week in classical: Anthropocene; Die Walküre review – ice and fire,The Guardian anthropocene,Anthropocene
,Anthropocene review – MacRae's arctic adventure delivers operatic thrills,The Guardian anthropocene,Anthropocene
,Universal basic income and rewilding can meet Anthropocene demands,The Guardian anthropocene,Anthropocene
,'A reckoning for our species': the philosopher prophet of the Anthropocene,The Guardian anthropocene,Anthropocene
,The Shock of the Anthropocene review – a crisis centuries in the making,The Guardian anthropocene,Anthropocene
,The ethical guide to the Anthropocene,The Guardian anthropocene,Anthropocene
,Books to give you hope: Adventures in the Anthropocene by Gaia Vince,The Guardian anthropocene,Anthropocene
,How the domestic chicken rose to define the Anthropocene,The Guardian anthropocene,Anthropocene
,The Anthropocene epoch could inaugurate even more marvellous eras of evolution,The Guardian anthropocene,Anthropocene
,The Anthropocene epoch: scientists declare dawn of human-influenced age,The Guardian anthropocene,Anthropocene
,Generation Anthropocene: How humans have altered the planet for ever,The Guardian anthropocene,Anthropocene
,Hardback non-fiction choice October: Adventures in the Anthropocene by Gaia Vince,The Guardian anthropocene,Anthropocene
,"Human impact has pushed Earth into the Anthropocene, scientists say",The Guardian anthropocene,Anthropocene
,Adventures in the Anthropocene by Gaia Vince – review,The Guardian anthropocene,Anthropocene
,Anthropocene Risks: Social scientists need to step up to the challenge,The Guardian anthropocene,Anthropocene
,Must the Anthropocene be a Manthropocene?,The Guardian anthropocene,Anthropocene
,Humanity's terrifying impact on Earth justifies new Anthropocene epoch,The Guardian anthropocene,Anthropocene
,Anthropocene: is this the new epoch of humans?,The Guardian anthropocene,Anthropocene
,Rats as big as sheep? The Anthropocene is no laughing matter,The Guardian anthropocene,Anthropocene
,A force of nature: our influential Anthropocene period,The Guardian anthropocene,Anthropocene
,Underground magma triggered Earth’s worst mass extinction with greenhouse gases,The Guardian anthropocene,Sixth Extinction
,How humans are driving the sixth mass extinction,The Guardian anthropocene,Sixth Extinction
,"The Sixth Extinction by Elizabeth Kolbert review – ‘kill half of what you see’

",The Guardian anthropocene,Sixth Extinction
,The Sixth Extinction by Elizabeth Kolbert – review,The Guardian anthropocene,Sixth Extinction
,‘Human activity on a massive scale’: a photo exhibition tackles the climate crisis,The Guardian anthropocene,Climate Crisis
,UK museums agree to collective action to tackle the climate crisis,The Guardian anthropocene,Climate Crisis
,A greener Marx? Kohei Saito on connecting communism with the climate crisis,The Guardian anthropocene,Climate Crisis
,Climate crisis: what lessons can we learn from the last great cooling-off period?,The Guardian anthropocene,Climate Crisis
,"The climate crisis: A three-week masterclass with academics, journalists and activists",The Guardian anthropocene,Climate Crisis
,"The climate crisis requires a new culture and politics, not just new tech",The Guardian anthropocene,Climate Crisis
,"Climate crisis has shifted the Earth’s axis, study shows",The Guardian anthropocene,Climate Crisis
,'It is the question of the century': will tech solve the climate crisis – or make it worse?,The Guardian anthropocene,Climate Crisis
,The climate crisis can't be solved by carbon accounting tricks,The Guardian anthropocene,Climate Crisis
,"Climate crisis: in coronavirus lockdown, nature bounces back – but for how long?",The Guardian anthropocene,Climate Crisis
,Climate emergency: 2019 was second hottest year on record,The Guardian anthropocene,Climate Crisis
,What polar bears in a Russian apartment block reveal about the climate crisis,The Guardian anthropocene,Climate Crisis
,Geologists Make It Official: We’re Not in an ‘Anthropocene’ Epoch,The New York Times anthropocene,Anthropocene
,"Are We in the ‘Anthropocene,’ the Human Age? Nope, Scientists Say.",The New York Times anthropocene,Anthropocene
,Learning How to Die in the Anthropocene,The New York Times anthropocene,Anthropocene
,The Next Ice Age and the Anthropocene,The New York Times anthropocene,Anthropocene
,"Review: In Venice, an Opera Masks Climate Crisis in a Gentle Tune",The New York Times anthropocene,Climate Crisis
